order_id,company_id,order_date,channel,product_category,gross_amount,fee_amount,net_amount,is_cancelled,is_returned
O12480,C004,2026-02-18,오픈마켓,패션잡화,147290,10404,136886,False,False
O12481,C004,2026-02-18,오픈마켓,식품,332879,19352,313527,False,True
O12482,C004,2026-02-18,오픈마켓,생활용품,174832,11084,163748,False,False
O12483,C004,2026-02-18,오픈마켓,식품,370329,11853,358476,False,True
O12484,C004,2026-02-18,오픈마켓,생활용품,394708,25983,368725,False,False
O12485,C005,2026-02-18,자사몰,패션잡화,231177,12178,218999,False,False
O12486,C005,2026-02-18,자사몰,뷰티,304059,20236,283823,False,False
O12487,C005,2026-02-18,자사몰,디지털,336459,18631,317828,False,False
O12488,C005,2026-02-18,자사몰,패션잡화,161768,4291,157477,False,False
O12489,C005,2026-02-18,자사몰,식품,150164,10748,139416,False,False
O12490,C005,2026-02-18,자사몰,식품,340237,15305,324932,False,False
O12491,C005,2026-02-18,자사몰,뷰티,349782,22350,327432,False,False
O12492,C005,2026-02-18,자사몰,생활용품,119835,6034,113801,False,False
O12493,C005,2026-02-18,자사몰,패션잡화,91848,6328,85520,False,False
O12494,C005,2026-02-18,자사몰,뷰티,350735,16562,334173,False,False
O12495,C005,2026-02-18,자사몰,식품,259215,18595,240620,False,False
O12496,C005,2026-02-18,자사몰,뷰티,381030,27012,354018,False,False
O12497,C005,2026-02-18,자사몰,뷰티,326505,9410,317095,False,True
O12498,C005,2026-02-18,자사몰,패션잡화,50828,3329,47499,False,True
O12499,C005,2026-02-18,자사몰,뷰티,86447,5294,81153,False,False
O12500,C001,2026-02-19,자사몰,생활용품,132348,4016,0,True,False
O12501,C001,2026-02-19,자사몰,디지털,105825,4066,101759,False,False
O12502,C001,2026-02-19,자사몰,생활용품,388911,21092,367819,False,True
O12503,C001,2026-02-19,자사몰,생활용품,281255,11737,269518,False,False
O12504,C001,2026-02-19,자사몰,생활용품,355306,17325,337981,False,False
O12505,C001,2026-02-19,자사몰,패션잡화,394684,22269,372415,False,False
O12506,C001,2026-02-19,자사몰,디지털,264733,6921,257812,False,False
O12507,C001,2026-02-19,자사몰,패션잡화,35106,1344,33762,False,False
O12508,C001,2026-02-19,자사몰,뷰티,110165,6289,103876,False,False
O12509,C001,2026-02-19,자사몰,뷰티,274513,18403,256110,False,False
O12510,C001,2026-02-19,자사몰,뷰티,306440,8196,298244,False,False
O12511,C001,2026-02-19,자사몰,디지털,116583,5464,111119,False,False
O12512,C002,2026-02-19,오픈마켓,디지털,124229,5605,118624,False,False
O12513,C002,2026-02-19,오픈마켓,패션잡화,409245,19144,390101,False,False
O12514,C002,2026-02-19,오픈마켓,뷰티,103632,6017,97615,False,False
O12515,C002,2026-02-19,오픈마켓,식품,240487,7392,233095,False,False
O12516,C003,2026-02-19,라이브,패션잡화,172713,5454,167259,False,False
O12517,C003,2026-02-19,라이브,뷰티,204688,7368,197320,False,False
O12518,C003,2026-02-19,라이브,패션잡화,117511,7889,109622,False,False
O12519,C003,2026-02-19,라이브,생활용품,279831,8414,0,True,False
O12520,C004,2026-02-19,오픈마켓,뷰티,157466,8255,149211,False,False
O12521,C004,2026-02-19,오픈마켓,패션잡화,240071,6861,233210,False,False
O12522,C004,2026-02-19,오픈마켓,뷰티,321760,18381,303379,False,False
O12523,C004,2026-02-19,오픈마켓,생활용품,403908,19217,384691,False,False
O12524,C004,2026-02-19,오픈마켓,패션잡화,67797,4576,63221,False,False
O12525,C004,2026-02-19,오픈마켓,디지털,75728,4579,71149,False,False
O12526,C004,2026-02-19,오픈마켓,디지털,197073,10162,186911,False,False
O12527,C004,2026-02-19,오픈마켓,뷰티,313891,15749,298142,False,False
O12528,C004,2026-02-19,오픈마켓,식품,325454,21609,303845,False,False
O12529,C004,2026-02-19,오픈마켓,식품,192418,10853,181565,False,False
O12530,C005,2026-02-19,자사몰,뷰티,184854,10425,174429,False,False
O12531,C005,2026-02-19,자사몰,디지털,57043,1716,55327,False,False
O12532,C005,2026-02-19,자사몰,패션잡화,416127,28466,387661,False,False
O12533,C005,2026-02-19,자사몰,패션잡화,217314,6371,210943,False,False
O12534,C005,2026-02-19,자사몰,뷰티,240487,7914,232573,False,False
O12535,C005,2026-02-19,자사몰,생활용품,194168,7952,186216,False,False
O12536,C005,2026-02-19,자사몰,식품,396557,21480,375077,False,False
O12537,C005,2026-02-19,자사몰,식품,167910,7766,160144,False,False
O12538,C005,2026-02-19,자사몰,생활용품,413664,22402,391262,False,False
O12539,C005,2026-02-19,자사몰,뷰티,161398,6273,155125,False,False
O12540,C005,2026-02-19,자사몰,생활용품,96526,7176,89350,False,False
O12541,C005,2026-02-19,자사몰,생활용품,229506,7746,221760,False,False
O12542,C001,2026-02-20,자사몰,디지털,284240,17463,266777,False,False
O12543,C001,2026-02-20,자사몰,디지털,105908,7107,98801,False,False
O12544,C001,2026-02-20,자사몰,식품,73196,5184,0,True,False
O12545,C001,2026-02-20,자사몰,뷰티,200931,10746,190185,False,False
O12546,C001,2026-02-20,자사몰,디지털,339427,19483,319944,False,True
O12547,C001,2026-02-20,자사몰,디지털,145743,5027,140716,False,False
O12548,C001,2026-02-20,자사몰,식품,258536,8002,250534,False,False
O12549,C001,2026-02-20,자사몰,식품,197855,7167,190688,False,False
O12550,C001,2026-02-20,자사몰,식품,60172,4203,55969,False,False
O12551,C001,2026-02-20,자사몰,패션잡화,155553,7473,148080,False,False
O12552,C002,2026-02-20,오픈마켓,패션잡화,77008,2012,74996,False,False
O12553,C002,2026-02-20,오픈마켓,디지털,267474,10923,256551,False,False
O12554,C002,2026-02-20,오픈마켓,패션잡화,95059,2588,92471,False,False
O12555,C002,2026-02-20,오픈마켓,뷰티,386724,22147,364577,False,False
O12556,C002,2026-02-20,오픈마켓,뷰티,347589,18576,329013,False,False
O12557,C002,2026-02-20,오픈마켓,생활용품,43969,1995,41974,False,False
O12558,C003,2026-02-20,라이브,생활용품,130804,5574,125230,False,False
O12559,C003,2026-02-20,라이브,생활용품,241824,17472,224352,False,False
O12560,C003,2026-02-20,라이브,생활용품,209338,10539,0,True,False
O12561,C003,2026-02-20,라이브,생활용품,261151,17608,243543,False,False
O12562,C003,2026-02-20,라이브,생활용품,127091,7559,119532,False,False
O12563,C003,2026-02-20,라이브,식품,86390,4651,81739,False,False
O12564,C003,2026-02-20,라이브,패션잡화,108346,3425,104921,False,True
O12565,C003,2026-02-20,라이브,생활용품,86908,3974,82934,False,False
O12566,C003,2026-02-20,라이브,패션잡화,94101,2596,91505,False,False
O12567,C003,2026-02-20,라이브,식품,148122,4833,143289,False,False
O12568,C003,2026-02-20,라이브,뷰티,241457,10980,230477,False,False
O12569,C003,2026-02-20,라이브,패션잡화,403548,12318,391230,False,False
O12570,C003,2026-02-20,라이브,뷰티,53340,3109,50231,False,True
O12571,C003,2026-02-20,라이브,패션잡화,322543,21949,300594,False,False
O12572,C003,2026-02-20,라이브,디지털,187455,5838,181617,False,False
O12573,C004,2026-02-20,오픈마켓,패션잡화,288439,17887,270552,False,False
O12574,C004,2026-02-20,오픈마켓,디지털,310390,11313,299077,False,False
O12575,C004,2026-02-20,오픈마켓,디지털,139745,5539,134206,False,False
O12576,C004,2026-02-20,오픈마켓,생활용품,402358,22822,379536,False,False
O12577,C004,2026-02-20,오픈마켓,디지털,340880,14457,326423,False,False
O12578,C004,2026-02-20,오픈마켓,생활용품,319862,10834,309028,False,False
O12579,C004,2026-02-20,오픈마켓,디지털,38990,1995,36995,False,False
O12580,C004,2026-02-20,오픈마켓,패션잡화,306104,15379,290725,False,False
O12581,C004,2026-02-20,오픈마켓,디지털,143788,4220,139568,False,False
O12582,C005,2026-02-20,자사몰,디지털,82560,4838,77722,False,False
O12583,C005,2026-02-20,자사몰,디지털,277901,18942,258959,False,False
O12584,C005,2026-02-20,자사몰,디지털,353482,24033,329449,False,False
O12585,C005,2026-02-20,자사몰,디지털,110402,4538,105864,False,False
O12586,C005,2026-02-20,자사몰,패션잡화,308619,22898,285721,False,False
O12587,C005,2026-02-20,자사몰,패션잡화,149857,11204,0,True,False
O12588,C005,2026-02-20,자사몰,뷰티,247601,12025,235576,False,False
O12589,C001,2026-02-21,자사몰,생활용품,144805,6139,138666,False,False
O12590,C001,2026-02-21,자사몰,식품,222759,15151,207608,False,False
O12591,C001,2026-02-21,자사몰,생활용품,359545,20846,338699,False,False
O12592,C001,2026-02-21,자사몰,패션잡화,82418,2689,79729,False,False
O12593,C001,2026-02-21,자사몰,생활용품,348122,10283,337839,False,False
O12594,C001,2026-02-21,자사몰,디지털,273736,18676,255060,False,False
O12595,C001,2026-02-21,자사몰,뷰티,117522,6958,110564,False,False
O12596,C001,2026-02-21,자사몰,패션잡화,283293,11389,271904,False,False
O12597,C001,2026-02-21,자사몰,뷰티,410143,27501,382642,False,True
O12598,C001,2026-02-21,자사몰,디지털,102267,4275,97992,False,False
O12599,C001,2026-02-21,자사몰,생활용품,196807,10464,186343,False,False
O12600,C001,2026-02-21,자사몰,디지털,354696,22992,331704,False,False
O12601,C002,2026-02-21,오픈마켓,패션잡화,169272,11782,157490,False,False
O12602,C002,2026-02-21,오픈마켓,생활용품,136003,6091,0,True,False
O12603,C002,2026-02-21,오픈마켓,패션잡화,293259,17592,275667,False,False
O12604,C002,2026-02-21,오픈마켓,식품,255856,7490,248366,False,False
O12605,C002,2026-02-21,오픈마켓,뷰티,301738,16721,285017,False,False
O12606,C002,2026-02-21,오픈마켓,디지털,231527,11507,220020,False,False
O12607,C002,2026-02-21,오픈마켓,패션잡화,291701,18938,272763,False,False
O12608,C003,2026-02-21,라이브,식품,56979,3209,53770,False,False
O12609,C003,2026-02-21,라이브,뷰티,197070,13026,184044,False,False
O12610,C003,2026-02-21,라이브,디지털,162879,9882,152997,False,False
O12611,C003,2026-02-21,라이브,뷰티,223974,10681,213293,False,False
O12612,C003,2026-02-21,라이브,패션잡화,273078,11740,261338,False,False
O12613,C003,2026-02-21,라이브,패션잡화,369449,12391,357058,False,False
O12614,C003,2026-02-21,라이브,뷰티,318187,20163,298024,False,False
O12615,C003,2026-02-21,라이브,패션잡화,228483,5778,222705,False,False
O12616,C003,2026-02-21,라이브,생활용품,411788,16448,395340,False,True
O12617,C003,2026-02-21,라이브,디지털,313688,17617,296071,False,False
O12618,C003,2026-02-21,라이브,뷰티,272651,13699,258952,False,False
O12619,C003,2026-02-21,라이브,패션잡화,38435,1431,37004,False,False
O12620,C003,2026-02-21,라이브,디지털,164872,6754,158118,False,False
O12621,C003,2026-02-21,라이브,생활용품,284101,18557,265544,False,False
O12622,C003,2026-02-21,라이브,뷰티,205791,10518,195273,False,False
O12623,C003,2026-02-21,라이브,패션잡화,410890,28587,382303,False,False
O12624,C004,2026-02-21,오픈마켓,생활용품,44902,2906,41996,False,False
O12625,C004,2026-02-21,오픈마켓,디지털,42273,2242,40031,False,False
O12626,C004,2026-02-21,오픈마켓,식품,112492,6717,105775,False,False
O12627,C004,2026-02-21,오픈마켓,뷰티,118554,3007,115547,False,False
O12628,C004,2026-02-21,오픈마켓,디지털,167992,10359,157633,False,False
O12629,C004,2026-02-21,오픈마켓,식품,303802,14795,289007,False,False
O12630,C004,2026-02-21,오픈마켓,패션잡화,97086,3208,93878,False,False
O12631,C004,2026-02-21,오픈마켓,뷰티,271059,12255,258804,False,False
O12632,C004,2026-02-21,오픈마켓,디지털,285046,9321,275725,False,False
O12633,C005,2026-02-21,자사몰,식품,271527,10909,0,True,False
O12634,C005,2026-02-21,자사몰,패션잡화,362054,9107,352947,False,False
O12635,C005,2026-02-21,자사몰,디지털,40037,1842,38195,False,False
O12636,C005,2026-02-21,자사몰,패션잡화,293076,18015,275061,False,False
O12637,C005,2026-02-21,자사몰,디지털,157705,5286,152419,False,False
O12638,C005,2026-02-21,자사몰,생활용품,307686,8273,299413,False,False
O12639,C005,2026-02-21,자사몰,패션잡화,100483,5175,95308,False,False
O12640,C005,2026-02-21,자사몰,식품,261174,6728,254446,False,False
O12641,C005,2026-02-21,자사몰,식품,369761,23704,346057,False,False
O12642,C005,2026-02-21,자사몰,식품,406256,27412,378844,False,False
O12643,C005,2026-02-21,자사몰,생활용품,265207,19396,245811,False,False
O12644,C005,2026-02-21,자사몰,생활용품,371377,10414,360963,False,True
O12645,C001,2026-02-22,자사몰,생활용품,273273,19835,253438,False,False
O12646,C001,2026-02-22,자사몰,생활용품,396589,16086,380503,False,False
O12647,C001,2026-02-22,자사몰,생활용품,151428,8621,142807,False,False
O12648,C001,2026-02-22,자사몰,패션잡화,37886,1030,36856,False,False
O12649,C001,2026-02-22,자사몰,디지털,139779,6312,133467,False,False
O12650,C001,2026-02-22,자사몰,생활용품,229936,10217,219719,False,False
O12651,C001,2026-02-22,자사몰,뷰티,277930,17120,260810,False,False
O12652,C001,2026-02-22,자사몰,생활용품,98869,4704,0,True,False
O12653,C002,2026-02-22,오픈마켓,뷰티,326970,11250,315720,False,False
O12654,C002,2026-02-22,오픈마켓,식품,66967,4345,62622,False,False
O12655,C002,2026-02-22,오픈마켓,디지털,83217,6198,0,True,False
O12656,C002,2026-02-22,오픈마켓,식품,63013,1633,61380,False,False
O12657,C002,2026-02-22,오픈마켓,식품,74066,2736,71330,False,False
O12658,C002,2026-02-22,오픈마켓,패션잡화,337960,18416,319544,False,False
O12659,C002,2026-02-22,오픈마켓,생활용품,263608,12793,250815,False,False
O12660,C002,2026-02-22,오픈마켓,패션잡화,344639,12961,331678,False,False
O12661,C002,2026-02-22,오픈마켓,패션잡화,322774,16197,306577,False,False
O12662,C002,2026-02-22,오픈마켓,패션잡화,181754,8916,172838,False,False
O12663,C002,2026-02-22,오픈마켓,디지털,257739,18670,239069,False,False
O12664,C002,2026-02-22,오픈마켓,디지털,174470,6258,168212,False,False
O12665,C002,2026-02-22,오픈마켓,패션잡화,286354,11079,275275,False,False
O12666,C002,2026-02-22,오픈마켓,뷰티,268664,7277,261387,False,False
O12667,C002,2026-02-22,오픈마켓,뷰티,233324,10032,223292,False,False
O12668,C002,2026-02-22,오픈마켓,뷰티,74716,2758,71958,False,False
O12669,C003,2026-02-22,라이브,뷰티,170317,8445,161872,False,False
O12670,C003,2026-02-22,라이브,뷰티,307454,13781,293673,False,False
O12671,C003,2026-02-22,라이브,디지털,161819,6712,155107,False,False
O12672,C003,2026-02-22,라이브,디지털,208392,12533,195859,False,False
O12673,C003,2026-02-22,라이브,생활용품,162242,4830,157412,False,False
O12674,C003,2026-02-22,라이브,뷰티,50700,1522,49178,False,False
O12675,C003,2026-02-22,라이브,패션잡화,364209,19724,344485,False,False
O12676,C004,2026-02-22,오픈마켓,패션잡화,196875,11835,185040,False,False
O12677,C004,2026-02-22,오픈마켓,패션잡화,88094,3456,84638,False,False
O12678,C004,2026-02-22,오픈마켓,패션잡화,357710,10552,347158,False,False
O12679,C004,2026-02-22,오픈마켓,생활용품,313358,15351,298007,False,False
O12680,C004,2026-02-22,오픈마켓,생활용품,69182,2277,66905,False,False
O12681,C004,2026-02-22,오픈마켓,디지털,33646,1226,32420,False,False
O12682,C004,2026-02-22,오픈마켓,패션잡화,316941,18801,298140,False,False
O12683,C004,2026-02-22,오픈마켓,생활용품,132278,7951,124327,False,False
O12684,C004,2026-02-22,오픈마켓,디지털,76494,4040,72454,False,False
O12685,C004,2026-02-22,오픈마켓,뷰티,211697,9808,201889,False,False
O12686,C004,2026-02-22,오픈마켓,패션잡화,139639,7613,132026,False,False
O12687,C004,2026-02-22,오픈마켓,뷰티,353291,11648,341643,False,False
O12688,C004,2026-02-22,오픈마켓,식품,298868,9075,289793,False,False
O12689,C004,2026-02-22,오픈마켓,식품,367622,11942,355680,False,False
O12690,C004,2026-02-22,오픈마켓,디지털,110581,4858,105723,False,False
O12691,C005,2026-02-22,자사몰,디지털,126947,6898,120049,False,False
O12692,C005,2026-02-22,자사몰,식품,95320,5683,89637,False,False
O12693,C005,2026-02-22,자사몰,생활용품,158831,9942,148889,False,False
O12694,C005,2026-02-22,자사몰,디지털,140288,4598,135690,False,False
O12695,C005,2026-02-22,자사몰,뷰티,178006,10391,167615,False,False
O12696,C005,2026-02-22,자사몰,디지털,298720,17121,281599,False,False
O12697,C005,2026-02-22,자사몰,디지털,109514,5543,103971,False,False
O12698,C005,2026-02-22,자사몰,식품,205590,11696,193894,False,False
O12699,C005,2026-02-22,자사몰,식품,226359,7788,218571,False,False
O12700,C005,2026-02-22,자사몰,뷰티,373707,13204,360503,False,False
O12701,C005,2026-02-22,자사몰,패션잡화,296180,20566,275614,False,False
O12702,C005,2026-02-22,자사몰,식품,323089,21658,301431,False,False
O12703,C001,2026-02-23,자사몰,패션잡화,79694,3875,75819,False,False
O12704,C001,2026-02-23,자사몰,식품,182841,13488,169353,False,False
O12705,C001,2026-02-23,자사몰,식품,307948,14705,293243,False,False
O12706,C001,2026-02-23,자사몰,뷰티,287623,14272,273351,False,True
O12707,C001,2026-02-23,자사몰,디지털,187986,12925,175061,False,False
O12708,C001,2026-02-23,자사몰,뷰티,330649,17098,313551,False,False
O12709,C001,2026-02-23,자사몰,디지털,127819,7279,120540,False,False
O12710,C001,2026-02-23,자사몰,패션잡화,182368,11907,170461,False,False
O12711,C001,2026-02-23,자사몰,생활용품,335972,9583,326389,False,False
O12712,C001,2026-02-23,자사몰,식품,402485,22718,379767,False,False
O12713,C001,2026-02-23,자사몰,디지털,55858,4182,51676,False,False
O12714,C001,2026-02-23,자사몰,뷰티,173034,8638,164396,False,False
O12715,C001,2026-02-23,자사몰,생활용품,372026,20872,351154,False,False
O12716,C002,2026-02-23,오픈마켓,디지털,286772,11062,275710,False,False
O12717,C002,2026-02-23,오픈마켓,뷰티,41753,1113,40640,False,False
O12718,C002,2026-02-23,오픈마켓,디지털,157879,4672,153207,False,False
O12719,C002,2026-02-23,오픈마켓,생활용품,55320,3467,51853,False,False
O12720,C002,2026-02-23,오픈마켓,디지털,312396,14052,298344,False,False
O12721,C002,2026-02-23,오픈마켓,식품,333960,21181,312779,False,True
O12722,C002,2026-02-23,오픈마켓,식품,130796,4581,0,True,False
O12723,C002,2026-02-23,오픈마켓,뷰티,191996,13452,178544,False,False
O12724,C002,2026-02-23,오픈마켓,디지털,224190,9525,214665,False,False
O12725,C002,2026-02-23,오픈마켓,패션잡화,79574,3495,76079,False,True
O12726,C002,2026-02-23,오픈마켓,디지털,419258,28534,0,True,False
O12727,C002,2026-02-23,오픈마켓,디지털,130505,4174,126331,False,False
O12728,C002,2026-02-23,오픈마켓,뷰티,116187,6083,110104,False,False
O12729,C002,2026-02-23,오픈마켓,패션잡화,50470,2738,47732,False,False
O12730,C002,2026-02-23,오픈마켓,생활용품,363029,11530,351499,False,False
O12731,C002,2026-02-23,오픈마켓,식품,35559,2324,33235,False,False
O12732,C003,2026-02-23,라이브,뷰티,218249,11757,206492,False,False
O12733,C003,2026-02-23,라이브,뷰티,197569,13809,183760,False,False
O12734,C003,2026-02-23,라이브,뷰티,199243,11240,188003,False,False
O12735,C003,2026-02-23,라이브,식품,55475,2714,52761,False,False
O12736,C003,2026-02-23,라이브,뷰티,259837,14159,245678,False,False
O12737,C003,2026-02-23,라이브,뷰티,229598,8823,0,True,False
O12738,C003,2026-02-23,라이브,생활용품,152654,9619,143035,False,False
O12739,C003,2026-02-23,라이브,패션잡화,222924,10323,212601,False,False
O12740,C004,2026-02-23,오픈마켓,디지털,261768,18299,243469,False,False
O12741,C004,2026-02-23,오픈마켓,디지털,413989,28446,385543,False,False
O12742,C004,2026-02-23,오픈마켓,패션잡화,274751,13975,260776,False,False
O12743,C004,2026-02-23,오픈마켓,디지털,257532,8854,248678,False,False
O12744,C004,2026-02-23,오픈마켓,뷰티,380210,21901,358309,False,False
O12745,C005,2026-02-23,자사몰,뷰티,355915,13719,342196,False,False
O12746,C005,2026-02-23,자사몰,식품,134567,5807,128760,False,False
O12747,C005,2026-02-23,자사몰,식품,198739,5121,0,True,False
O12748,C005,2026-02-23,자사몰,식품,212104,13540,198564,False,False
O12749,C005,2026-02-23,자사몰,식품,372178,27569,344609,False,False
O12750,C005,2026-02-23,자사몰,뷰티,118462,8200,110262,False,False
O12751,C005,2026-02-23,자사몰,패션잡화,172129,6283,165846,False,False
O12752,C005,2026-02-23,자사몰,식품,36829,1130,35699,False,False
O12753,C005,2026-02-23,자사몰,뷰티,65216,4531,60685,False,False
O12754,C005,2026-02-23,자사몰,생활용품,112139,6133,106006,False,False
O12755,C005,2026-02-23,자사몰,디지털,139214,9321,129893,False,False
O12756,C005,2026-02-23,자사몰,디지털,347273,21777,325496,False,False
O12757,C005,2026-02-23,자사몰,디지털,357889,17754,340135,False,True
O12758,C005,2026-02-23,자사몰,뷰티,278322,8272,270050,False,False
O12759,C001,2026-02-24,자사몰,디지털,388132,12508,375624,False,False
O12760,C001,2026-02-24,자사몰,뷰티,156181,10565,145616,False,False
O12761,C001,2026-02-24,자사몰,디지털,187324,5285,182039,False,False
O12762,C001,2026-02-24,자사몰,디지털,96297,3196,93101,False,False
O12763,C001,2026-02-24,자사몰,패션잡화,186426,7300,179126,False,False
O12764,C001,2026-02-24,자사몰,뷰티,374513,24857,349656,False,False
O12765,C001,2026-02-24,자사몰,뷰티,349164,10957,338207,False,False
O12766,C002,2026-02-24,오픈마켓,생활용품,124764,4090,120674,False,False
O12767,C002,2026-02-24,오픈마켓,식품,268472,8760,259712,False,False
O12768,C002,2026-02-24,오픈마켓,생활용품,278885,14168,264717,False,False
O12769,C002,2026-02-24,오픈마켓,디지털,50529,3016,47513,False,False
O12770,C003,2026-02-24,라이브,디지털,235860,17332,218528,False,False
O12771,C003,2026-02-24,라이브,패션잡화,335721,12007,323714,False,False
O12772,C003,2026-02-24,라이브,식품,250234,12589,237645,False,False
O12773,C003,2026-02-24,라이브,생활용품,277714,14277,263437,False,False
O12774,C003,2026-02-24,라이브,디지털,249112,6900,242212,False,False
O12775,C003,2026-02-24,라이브,뷰티,172888,9482,163406,False,False
O12776,C003,2026-02-24,라이브,식품,238534,10767,227767,False,False
O12777,C003,2026-02-24,라이브,뷰티,156738,7981,148757,False,True
O12778,C003,2026-02-24,라이브,패션잡화,217166,6591,210575,False,False
O12779,C003,2026-02-24,라이브,뷰티,178329,13275,165054,False,False
O12780,C003,2026-02-24,라이브,뷰티,289183,12039,277144,False,False
O12781,C003,2026-02-24,라이브,패션잡화,289902,20071,269831,False,False
O12782,C003,2026-02-24,라이브,뷰티,139295,4462,134833,False,False
O12783,C003,2026-02-24,라이브,뷰티,194687,7050,187637,False,False
O12784,C004,2026-02-24,오픈마켓,뷰티,284190,13115,271075,False,False
O12785,C004,2026-02-24,오픈마켓,디지털,270967,11232,259735,False,False
O12786,C004,2026-02-24,오픈마켓,식품,260344,17340,243004,False,False
O12787,C004,2026-02-24,오픈마켓,뷰티,256470,11867,244603,False,False
O12788,C004,2026-02-24,오픈마켓,패션잡화,298915,11183,287732,False,False
O12789,C004,2026-02-24,오픈마켓,패션잡화,326964,10481,316483,False,False
O12790,C004,2026-02-24,오픈마켓,생활용품,210234,14857,195377,False,False
O12791,C005,2026-02-24,자사몰,디지털,128683,9128,119555,False,False
O12792,C005,2026-02-24,자사몰,식품,106445,7614,98831,False,False
O12793,C005,2026-02-24,자사몰,식품,85561,3896,81665,False,False
O12794,C005,2026-02-24,자사몰,식품,285570,8217,277353,False,False
O12795,C005,2026-02-24,자사몰,식품,127614,8985,118629,False,False
O12796,C005,2026-02-24,자사몰,식품,400676,16935,383741,False,False
O12797,C005,2026-02-24,자사몰,뷰티,417469,23029,394440,False,True
O12798,C005,2026-02-24,자사몰,생활용품,295041,21349,0,True,False
O12799,C005,2026-02-24,자사몰,디지털,133642,9315,124327,False,False
O12800,C005,2026-02-24,자사몰,뷰티,97053,6545,90508,False,False
O12801,C005,2026-02-24,자사몰,식품,390876,11775,379101,False,False
O12802,C005,2026-02-24,자사몰,뷰티,163430,9979,153451,False,False
O12803,C005,2026-02-24,자사몰,식품,161173,4769,156404,False,False
O12804,C005,2026-02-24,자사몰,패션잡화,208621,9230,199391,False,False
O12805,C005,2026-02-24,자사몰,뷰티,389956,9893,380063,False,False
O12806,C001,2026-02-25,자사몰,디지털,109944,7433,102511,False,True
O12807,C001,2026-02-25,자사몰,식품,394848,12125,382723,False,False
O12808,C001,2026-02-25,자사몰,디지털,58358,3936,54422,False,False
O12809,C001,2026-02-25,자사몰,식품,37452,2618,34834,False,False
O12810,C001,2026-02-25,자사몰,식품,365750,23425,342325,False,False
O12811,C001,2026-02-25,자사몰,식품,263176,6613,256563,False,False
O12812,C001,2026-02-25,자사몰,디지털,69329,3764,65565,False,False
O12813,C001,2026-02-25,자사몰,패션잡화,183787,8190,175597,False,False
O12814,C001,2026-02-25,자사몰,패션잡화,368989,9487,359502,False,False
O12815,C001,2026-02-25,자사몰,패션잡화,263948,17311,246637,False,False
O12816,C001,2026-02-25,자사몰,디지털,389298,24422,364876,False,False
O12817,C001,2026-02-25,자사몰,생활용품,152937,5202,147735,False,False
O12818,C001,2026-02-25,자사몰,디지털,364667,14723,349944,False,False
O12819,C001,2026-02-25,자사몰,생활용품,393109,28604,364505,False,False
O12820,C002,2026-02-25,오픈마켓,뷰티,239564,8235,231329,False,False
O12821,C002,2026-02-25,오픈마켓,생활용품,347868,10422,337446,False,False
O12822,C002,2026-02-25,오픈마켓,디지털,270809,9525,261284,False,False
O12823,C002,2026-02-25,오픈마켓,생활용품,185564,9473,176091,False,False
O12824,C002,2026-02-25,오픈마켓,패션잡화,280864,11219,269645,False,False
O12825,C002,2026-02-25,오픈마켓,디지털,301764,19671,282093,False,False
O12826,C002,2026-02-25,오픈마켓,뷰티,407629,16694,390935,False,False
O12827,C002,2026-02-25,오픈마켓,디지털,165002,6089,158913,False,False
O12828,C002,2026-02-25,오픈마켓,패션잡화,143854,7587,136267,False,False
O12829,C002,2026-02-25,오픈마켓,식품,54574,1372,53202,False,True
O12830,C002,2026-02-25,오픈마켓,패션잡화,400234,14481,385753,False,False
O12831,C002,2026-02-25,오픈마켓,디지털,337037,25028,312009,False,False
O12832,C002,2026-02-25,오픈마켓,패션잡화,295151,21010,274141,False,False
O12833,C003,2026-02-25,라이브,뷰티,194919,12722,182197,False,True
O12834,C003,2026-02-25,라이브,디지털,217991,7263,210728,False,False
O12835,C003,2026-02-25,라이브,디지털,133067,7224,125843,False,False
O12836,C003,2026-02-25,라이브,식품,123530,7683,115847,False,False
O12837,C003,2026-02-25,라이브,생활용품,152205,10429,141776,False,False
O12838,C003,2026-02-25,라이브,패션잡화,216658,13794,202864,False,False
O12839,C003,2026-02-25,라이브,식품,253490,15412,238078,False,False
O12840,C003,2026-02-25,라이브,패션잡화,298230,12207,286023,False,False
O12841,C003,2026-02-25,라이브,패션잡화,353439,10760,342679,False,False
O12842,C004,2026-02-25,오픈마켓,디지털,63488,2707,60781,False,False
O12843,C004,2026-02-25,오픈마켓,식품,80061,3960,76101,False,False
O12844,C004,2026-02-25,오픈마켓,식품,209206,12940,196266,False,False
O12845,C004,2026-02-25,오픈마켓,뷰티,107939,2780,105159,False,False
O12846,C004,2026-02-25,오픈마켓,생활용품,396741,14163,382578,False,False
O12847,C004,2026-02-25,오픈마켓,생활용품,162888,4996,157892,False,False
O12848,C004,2026-02-25,오픈마켓,디지털,410867,30100,380767,False,False
O12849,C004,2026-02-25,오픈마켓,패션잡화,184236,6725,177511,False,False
O12850,C004,2026-02-25,오픈마켓,생활용품,59883,2123,57760,False,False
O12851,C005,2026-02-25,자사몰,패션잡화,367094,20973,346121,False,False
O12852,C005,2026-02-25,자사몰,식품,103384,5564,97820,False,False
O12853,C005,2026-02-25,자사몰,뷰티,195573,10143,185430,False,False
O12854,C005,2026-02-25,자사몰,패션잡화,125558,3537,0,True,False
